local_year_month,Unnamed: 0,V1,station_id,B1,B2,B3,B4,id,organization,region,local,lat,long,date,chla,tss,secchi,acdom440,predicted
BuaBua_2016_08,16,4038,BuaBua_07_2016_Ponto_01,0.0035691624942334,0.004726240280384,0.0045714322899869,0.0011582555601354,92,LabISA-INPE,AMZ,BuaBua,-2.88453,-64.9766,2016-08-01,6.41,6.7145,1.6,2.99,1.3116741
BuaBua_2016_08,17,4039,BuaBua_07_2016_Ponto_01_R,0.0018255129051762,0.0026427276750147,0.002402027184068,0.0004952794424288,92,LabISA-INPE,AMZ,BuaBua,-2.88467,-64.9762,2016-08-13,19.325,5.0,1.6,2.39,1.8545188
BuaBua_2016_08,18,4040,BuaBua_07_2016_Ponto_02,0.0026475941447102,0.0034989535632478,0.0032440643537856,0.0004601293891126,92,LabISA-INPE,AMZ,BuaBua,-2.90015,-64.986,2016-08-01,2.66,5.5715,1.9,2.83,1.675503
BuaBua_2016_08,19,4041,BuaBua_07_2016_Ponto_02_R,0.0022002904761063,0.002950664516127,0.0028251589138648,0.0007237428195307,92,LabISA-INPE,AMZ,BuaBua,-2.89962,-64.986,2016-08-13,12.87,3.4285,1.5,2.34,1.7171711
BuaBua_2016_08,21,4043,BuaBua_07_2016_Ponto_03_R,0.0017281456332986,0.0024098778470345,0.0022416931630548,0.0004530648027023,92,LabISA-INPE,AMZ,BuaBua,-2.90046,-64.9744,2016-08-13,8.09,3.714,1.7,2.31,1.9439416
BuaBua_2016_08,22,4044,BuaBua_07_2016_Ponto_04,0.0030341484969668,0.0039826055219193,0.0036131952721965,0.0003783335623115,92,LabISA-INPE,AMZ,BuaBua,-2.89226,-64.9801,2016-08-01,3.625,5.714,2.0,3.06,1.5311961
BuaBua_2016_08,23,4045,BuaBua_07_2016_Ponto_04_R,0.0023197089760664,0.003203282733366,0.0029780617116049,0.0006039308268757,92,LabISA-INPE,AMZ,BuaBua,-2.8924,-64.9806,2016-08-17,10.63,4.0,1.8,2.93,1.6816034
BuaBua_2016_08,25,4047,BuaBua_07_2016_Ponto_05_R,0.0019760091990947,0.002813727364298,0.0025901844997891,0.0004988674210235,92,LabISA-INPE,AMZ,BuaBua,-2.8959,-64.9779,2016-08-17,5.51,4.5555,2.0,2.77,1.7701137
BuaBua_2016_08,27,4049,BuaBua_07_2016_Ponto_06_R,0.0019415902183338,0.0027281582045312,0.0025555493011347,0.0005112233191156,92,LabISA-INPE,AMZ,BuaBua,-2.8899,-64.9756,2016-08-17,11.825,4.3335,1.9,,1.7737268
Curuai_2013_02,39,4061,Curuai_02_2013_Ponto_P01,0.024379981251132,0.0359373926978604,0.0380178788885556,0.01753060369247,38,LabISA-INPE,AMZ,Curuai,-2.141860472,-55.62480377,2013-02-02,13.0,33.15,0.28,,0.15285665
